tweet_text,class
You guys know SWAT has resumed work right ? I saw them at Berger on Thursday in their branded uniforms and assault rifles . ,1
12 minutes into this video and I ve broken down again. We must get justice,-1
"   If You're Jagaban, Walk On The Streets Without Security' - Nigerians Dare Tinubu ",-1
Make ogun kill you kill your papa... chai I no blame you sha,-1
Good morning fellow Compatriots. We stay protesting and demanding,1
Nigeria    Congo- Namibia  South Africa  Cameroon,0
WHO ORDERED THE SHOOTING???!,0
We need to find a way forward  we can't stop now,1
No African is free until all of Africa is free . Our thoughts and prayers go out to everyone who lost their loved ones as ,-1
One of the survivor of   thank God he is alive to tell the story.,1
"  People Get Used To Anything. The Less You Think About Your Oppression, The More Your Tolerance For It Grows. After A Wh ",-1
All these while I don't even know the meaning of  What's my business?? As long as I see,-1
Parce que se taire c est  tre complice.Nous voulons une CEDEAO des peuples et non celle des chefs d Etats,0
"  I'm a Lewis Hamilton fan, but now I want to double my commitment... show me your  ",1
"  I M BEGGING YOU, IF YOU HAVE  WOKEN UP RETWEET!! ",-1
"  I ve  done my part, and now it s time for government to do their part. I will tell my children that I fought against poli ",1
" But wait o, why are you coming out to say this now...where were you when they were killing our youth o  ",-1
Has Peter Obi answered any questions about Awkuzu Sars. I know definitely that I m not supporting anyone who didn t support t ,-1
We stand strong.    ... Happy Sunday y'all,1
"   This is the reasons we must not get tired This are the gangs, thug, thieves, wicked, killers, kidnappers, loote ",-1
Let's keep going. It'a a start of something great. We cannot give up,1
"  Commander in Chief, How do you sleep?   ",0
Lekki Toll Gate Killings: How President   And Lagos State Government Connived To Kill Peaceful ,-1
What Pope Francis said about Nigeria,0
My  column this week:  The calculated deployment of brute force and propaganda warfare to discredit,-1
"  new week, new energy ",1
"  Today Sunday, PRAY for our heroes who held the flag  and were still shot and killed by  on October 20th ",-1
Gov Ayade orders house to house search in Cross River,0
Something is going on in Europe. One of the baddest politician from Nigeria is eating iron in Europe....,-1
"In all honesty, Organizations have been through a lot this year. Especially sales wise.  Pandemic, Protest and Now  ",-1
Why do I feel SARS operatives picked up random people (innocent) and charged them for looting/arson/murder?Why am ,-1
"Omo if nothing is done within a measurable time, this is how we are rolling out in our next protests  ",0
" U just Checked ur Man u, Chelsea, Tickets and they played it win or Draw instead of Straight Win .W  ",1
"  Stay angry , Eyes on the ball, the government must hear it's people! Retweeting, liking and sharing all posts related to the ",-1
"  Sir 1. Who ordered the shooting of peaceful protesters at lekki on the 20th of October, 2020?2. How long d ",0
"   Listen, your brothers blood is crying out to me from the ground.  Gen 4:10  ",-1
please help retweet my hussle I cook soups and s ,-1
"  Baby, my Love for you is like Covid-19 palliative, it is hidden somewhere in my heart. Vandalize it, loot it, you will find i ",-1
The  protests remained peaceful and was never hijacked...The violence and rioting were sparked by events that had noth ,1
ENDSARS PERIOD.,0
6 times formula 1 champion Supporting the Movement50minds reportsFollow us for more news,0
"Learn to sit back and Observe, not everything needs a reaction. ",0
The struggle of the last three weeks will be nothing if you don t GET YOUR PVC!!!!!!,-1
Children are gifts from God Gifts!Not humans that are meant to be enslaved for a course and used as people deem fit They s ,1
Don't give I said don't give up. Don't get carried away with fears or get distracted with covid palliative lootings. Hey A ,1
"From    SNL performance to  candle light memorial in Birmingham and more, the w  ",0
"  What I find mind blowing in all of this is the fact that, some people were paid by government to tell us,  nobody died, just a ",1
If those Covid-19 palliatives were not found.Nigerian Politicians would have sold them during peak food price periods i ,-1
bml continua bml a Nig ria precisa de ajudaa luta n o acabouo racismo continua matandoa pol cia continua matandoVIDA ,0
because the protest have died down in Lagos does not mean we give up . There are protests in other states and in the ,-1
"  His Holiness, I have been saying a prayer for Nigeria in distress since I could read. I am tired.  ",-1
"  Good morning, and happy Sunday! Another week to tackle ",-1
" The Greatest of cryptocurrency breakthrough is here  Kindly click on the link, follow th  ",1
Would say this is PHOTOSHOPPED ,0
Who do you think is masterminding these calls for my death? They understand the folly of directly attacking me so they use ,-1
"  Never forget the  of 20th of October, 2020 where Nigerian soldiers opened fire on harmless  leading to ",-1
"  Please we need blood donors around LASUTH Ikeja. Please do not put yourself in danger. But if you are  within that area, ",1
BREAKING: NECO postpones exams indefinitely over  protests  via,-1
"  Just thinking out loud, what if the palliative warehouses was intentionally revealed by the Evil Clan (Govt) .. you know? ",-1
 [FULL VIDEO] Davido Presents Demands Of Protesters To IGP   via ,0
We went to Nigeria to We continue to Congo to  Fellow Ghanaians let's join Camerouns ,0
"Who ordered the shooting of peaceful protesters at lekki on the 20th of October, 2020? Where are the CCTV footages  ",0
Is there anything we can do to help this guy ? He spoke up for us against the people who had opened fire on peaceful protester ,-1
Edo Youth Call On Governor Obaseki to Adhere to Top Priority Needs,1
"  Are you seeing what I'm seeing?Surely, it's over for one Nigeria, not even Wike, the latest SABO, and the plot to use hi ",-1
misplaced priorities...,-1
"  If you re thinking of giving up, remember the MD of NDCC that couldn t account for N81.5BN is still in Abuja enjoying hi ",-1
"Proof of the acute mental health issue in nass, what type of house doubles as a warehouse  Hoodlums l  ",-1
this is not a trend that dies out rt to raise awareness.,1
"  I have a wedding in January and I need a very very good tailor, pls recommend ",1
"Hunger is a bridge builder, both Christians and Muslims went for the parliative which was meant for them... No disc  ",-1
Lewis Hamilton has a message for you all. You know what it is,0
"  Until you dropped what belonged to the masses,  you will not know peace.    ",-1
"  Nigeria is far left behind in every aspect of life, be it infrastructure, Tech's and jobs creations,  I hope we can have a ",-1
Remember this boy didn't sacrifice free snacks for tribal reasons. He wanted better Nigeria and we shouldn't fail hiMRet ,1
"  This is how I wish to fight this government, with my PVC , not only with Twitter, WhatsApp, Facebook or protests. Let s rem ",-1
Nigerians have been worried about possible internet shutdown during  protests but power cuts and fuel shortages alrea ,-1
And governor Dey this state ooo ??? lekki toll gate    https:/ ,0
"  Never forget that on 10.20.20, the Nigerian Army opened fire on peaceful protesters singing the national anthem and holding th ",-1
Every dark cloud has a silver lining. Find the silver lining from 20.10.2020 because it is there to be found ,1
Injustice Anywhere is a threat to Justice everywhere. * Luther King III* Quoted:,-1
Happy last Sunday to y'allA new week to ,1
Nem a sede do governo estadual de enugu(nig ria) escapou. tamb m foi incendiada pela revolta popular no pa s.,-1
Their cuteness analysis is a long thingIs it,1
Please you people should stop looting abeg! unless it s Covid-19 Palliatives,-1
Yes but you can have your polling unit transferred to the constituency you re resident in. All you need is proof that you r ,0
"  By virtue of Section 104 of the Criminal Code, any public servant who abuses their authority is guilty of a misdemeanour an ",-1
"  I have a dream, that one day we will have a Nigeria with honest leaders with the interests of her people at heart.",1
